mint,symbol,tier,alert_ts,res,n_bars,label,outcome,t_to_tp_s
5CKuyx8kqzwHVZKoRMstBih9wteTv4XoSBq48j7Zpump,Pinkchyu,B,1786277854.6944385,1m,365,0,sl,
FRurQLB9kGxLsNLAcM7LgyHYRHxwy4g44BpzsmHakadu,Kadu,B,1786262685.0179095,15m,257,0,sl,
FPfi9q1AixdUeWQVPFHJMJQ7a43S78dm6UZ4fzN4pump,nosis,B,1786262685.0179095,15m,325,0,sl,
G5dyx7UfnX6TeHqrPVAM7qNMXznAsvjtbsbTCNbRpump,SKOGTROLL,B,1786252514.6764705,15m,328,0,neither,
9XwtS1dGSWAPpuc5FtgShpLZmZkgXT77fjRuvNZTpump,MIDASTOAD,B,1786243744.7347162,1m,213,0,sl,
EqtUZ9GD22hTBcxiRgQgzPQZ3ncj4dmwC5SzyJT6pump,KENNY,B,1786225829.57289,1m,92,0,sl,
8pVz3E84hntMq4J9BeWv8KP7xkRNyS4mB4kMGRTdpump,PURRBIT,B,1786222340.477675,15m,20,1,tp,3159.5
57miZy94FL6iS3foTX6hJWp51aET8MAoZGT4zYuupump,Hypnotoad,B,1786215798.845528,1m,741,0,sl,
FC6WBsiqnoq5KqjcXA5mawtshXkTDFPjY3DevsNppump,CLAWMBAT,B,1786208190.3440242,1m,470,1,tp,2069.7
5PSfG9tsifaxfJuF9kwHfkDVB5myowkUrwdqUh7Hpump,Oggie,B,1786205699.721855,15m,247,0,sl,
H6jR4eKYVAr9MQ385Cmvo3SogLiYeUX8ECsxqihApump,PURROUETTE,B,1786200096.528227,1m,474,0,sl,
HSf6w34nAHiQ2uTPsFH3gSjae7rvbEmgoBEQm2uzpump,PLODDY,B,1786200096.528227,1m,521,0,sl,
Etn5sZVyKfYY3tqLqctEA4sqKW5Psy221wKNo7K6pump,MARU,B,1786186472.780042,15m,275,1,tp,1227.2
2qE4vpAj5zv3WDCUdsxkdDwLboqC3PZk9caa3DjApump,NAM,B,1786176204.1094997,1m,171,0,sl,
HKBWBhuW2jBHTLmJYFBwUBZkdzp6ji8ydjAwxP1aUSPo,KNEWIT,B,1786143637.9927576,15m,443,1,tp,862.0
K3kpBCjX7UJgt7i9LUPRuJ665To4KFUrNyMQRN4pump,$ghosti,B,1786143637.9927576,15m,300,0,neither,
Edpcd9aYh6BVRKV5hYrgnEuJ3MHAFcdnHtSL9yvopump,Pinata,B,1786139489.989314,15m,240,0,neither,
AuD4BEQaNUcLzqKSVANe4UGZVUTZcpamuNBAfBFdpump,PURHZ,B,1786120085.6799223,1m,523,0,sl,
3UGJHrLqzbX4g7GdAWAn5XkhVApT4WHxAewntuWJpump,DREAMCOIN,B,1786120085.6799223,15m,216,0,neither,
YBPUY1zz2QV1vk9X81YekCJC7MNbVxcscQxBiE2pump,MIMIMUMU,B,1786116640.957802,15m,439,0,sl,
mNzssXQ9hU1ASJ1CVuu4JjrFBrfeVdR2JzirKS3pump,RAVECAT,B,1786116640.957802,15m,363,0,neither,
XTAL9rJpwoPokY1p2KqGcuBULuKJ1BXiQYDNXEq7KoX,XTAL,B,1786116640.957802,15m,488,0,neither,
6gTwUQGMFq2GMNYgvb4ejjDqCBoN7Gs87jToemYopump,TINYTANK,B,1786109030.0000088,15m,303,0,sl,
DLtW3nX7tqMvY4CKCUGpwZ8S6ZanQC4Azw66p1Xqpump,MINICATE,B,1786101074.2523072,15m,287,1,tp,1125.7
CdKQLGogBTECMzYaDkU4uounyNKVxU8L5S8titQKpump,TRIPLEAPE,B,1786097678.1732495,15m,40,0,sl,
AwvwgWt7gZ9seYtzcK8LLSS8hCTfyQnRpAWN135Vpump,PROOST,B,1786079312.483242,1m,977,1,tp,1647.5
3S5mGWH54YAtjoWNHEEA6rhCC6vFTzpFVzAGiwyepump,GATO,B,1786072852.6549878,15m,206,0,neither,
4jEbdEWatK6ubnK915keqyu9T9EVmN7P87Vg7LpKpump,Telegram,B,1786061936.842252,15m,511,0,sl,
CjRtyRTbwBgtbpDshAa6uAHP8UPMDqioFZATdBqmpump,Gus,B,1786061936.842252,1m,943,0,neither,
36GuKdF7Z3fVAMVeZQRUPBT2uJd4SuXvmLnmraD7pump,CATECOIN,B,1786018333.1279159,1m,187,0,sl,
B7wGz1pcn3FR8EimxZf2yLWFKg9KSLumqrTX6MaYpump,Turtle,B,1786018333.1279159,15m,473,0,sl,
77rUTY78vqn1MAaWMFW2dFQ9fHNr2WubS8e6P3nhpump,Tardimals,B,1785977844.8706326,15m,639,1,tp,1055.1
F1mLkfewYCoZgR8sGBmwLg7bzKtcKyyqJ7YYSrVjpump,GoldCoin,B,1785972714.0772817,1m,282,0,sl,
CRkYt5r12pat431AaghadDCjrGB2vGQ1ekQziSjypump,1MCOIN,B,1785964871.8873696,15m,57,1,tp,528.1
B7bVuZ9vVGmSstLNfU3heVxgsCLQuC5D46HgqaiSpump,POKES,B,1785959948.5021126,15m,275,0,sl,
94jVx7XRH3MHbgNzdk3bdWZsArZeMwkBr9antDRFpump,EMBERCAT,B,1785953267.6341176,15m,435,0,sl,
5ZUkxSP66eN9MjnfGQ82zV682x7H56ZYP6wpfyWmpump,Mei,B,1785953267.6341176,1m,129,1,tp,2352.4
7rMnp9EJd61SvNn8LGc7SAJeQxM36oeECKmP2a7opump,KIO,B,1785953267.6341176,15m,671,0,neither,
3zyBhfJrMrXJrWG8n4LJdUnoASfgQrBZ2SjtzQeqpump,BABYCUPSEY,B,1785946988.9654593,1m,735,1,tp,51.0
Aq2idw7BeJX2WfNek6jGnp1z2s79CpFYZXo2zCF1pump,LARP,B,1785924094.1010437,15m,571,0,sl,
AgijpCyfkbj1Z9mDmmnrq9yZQVWLtxQoEK3rQHRapump,CAITE,B,1785914359.158583,1m,937,0,neither,
9VKCbbd7c3Y6MRAmvB9rzgAtuGjvFZSHTZPqa6FNpump,Niggolas,B,1785904300.1999161,15m,358,0,neither,
EhhhiNyiomwdTjHiGrLTtxvHcNg4Vh9gNX4TUFvWpump,Facebook,B,1785878541.5478354,15m,255,0,sl,
7WmG1z9ysDhAWY7vCGkbhAG3zCaVUzzZrEAUj1hjpump,OMOJI,B,1785878541.5478354,15m,658,0,sl,
6CpVLDKyWcEeJ7Ypvghc645Mg2TjbuABztqXqK5Jpump,CAPYBUS,B,1785867573.585667,1m,157,1,tp,386.4
4imK9oUJPrf9ktMUqXCZDSfqm9uagX1BpRaeWWnhpump,BEAR,B,1785845490.413112,1h,159,0,sl,
89RAitwPJBEfLK4Gcg5iv7AjFABHWNvoD5rkvRkvpump,TikTok,B,1785827961.317112,15m,799,1,tp,13238.7
6Hdq7xZUCKoRxXMbzKhL6WMmpbgS1y1FdpU1mzU2pump,100X,B,1785818010.2921526,15m,269,0,sl,
3spGNmo9SKtiHrUeXAjchoqUBNgGvRBdDpgcH7mSpump,merv,B,1785800613.621365,15m,517,0,sl,
C1quiRbpniMjwABM2d3vT9ijXUTtmTCKTs8uaAy2pump,Pull,B,1785796593.182604,1m,44,0,sl,
2YxEmTED9G5ZpxwfBHuVzPVQ4TfMYTAjMo5Tx1WApump,MEGUSTA,B,1785788148.9043844,1h,210,0,neither,
7M8qDF65xMHBVEphDThNfCvea9Q8f1DrMEjuHYuTpump,CATECOIN,B,1785781751.9490104,1m,74,0,sl,
FGv66qXAKiXDFwdRKKU2EQVAYRJkBDU5bdcsxP1fpump,MIAO,B,1785781751.9490104,1m,203,0,sl,
8vGr1eX9vfpootWiUPYa5kYoGx9bTuRy2Xc4dNMrpump,Fapcoin,B,1785781751.9490104,15m,725,0,neither,
yPRXjUeAidU5Azc3GL35QbWRyJwznju7yTGmzKTpump,COW,B,1785765970.1764677,1m,87,0,sl,
GRtQ5uL4865792LD3uEX8mSdpbXKbPY7VbTBV9Xupump,Bernhard,B,1785327882.0627294,15m,224,0,sl,
56mZroRW36NLc8evXE1EicVdmCg1Ss9UsB36R2wEpump,光噹,B,1785320021.1369236,15m,25,0,sl,
AE8Wq7D5cCqdkhP3mvahBggVPLYAP8awSvKWJhD2pump,APLCAT,B,1785309955.4223576,15m,54,0,sl,
Cbj8wDvAvbRw8McNPd7ZhUrcw8NSvsyfR4db6pL6pump,DOGCAT,B,1785299746.2644205,15m,577,0,sl,
3MHZzkmgxguPpq7RRzczjzLRDaJwcyGtyFUgbXMEpump,Tsujicoin,B,1785125307.4833076,15m,735,1,tp,26492.5
ERMS1vKBCQS5YMJCcFNP464RJyHuHwSLYdpsre5Cpump,MIDTERMS26,B,1785111390.5027554,15m,529,0,neither,
9ZtbETDNjnST9Y2zs82FZYy49xUMPgqXRh46YjjRpump,Brötchen,B,1785111390.5027554,1h,407,1,tp,31409.5
DZPspRipkDMUxTzd7NdQKqHLW9fSuE8CWmModx2vpump,SMOOTHIE,B,1785107741.276589,15m,37,0,sl,
EV3wbTo13C6xkTshUZaH3LJeStYgiKR7mY8B7am6pump,SimonCat,B,1785104145.674629,15m,40,1,tp,3554.3
6pDk7itpB2xQUQAvJLitNFrCSAinjozdPBcS6UsLpump,BABYCATE,B,1785104145.674629,1h,353,0,sl,
3QgaUegtLJSdXA2NzDoskN4rrJEqTnF1XWA1nBrPpump,Kabosu,B,1785100065.1832352,15m,691,1,tp,434.8
gB8hzbFmZWANMuARYoerRQKtoSn9KJ3w2b4aqm9pump,PALWORLD,B,1785091550.6544304,1h,413,0,sl,
GuXiRMUJSSRGUqe4BZGPokxBUg4EDZfoH5EBt7hopump,Capoo,B,1785087506.736912,1h,36,0,sl,
4BQ7xDWWL7aQhST6zKVQMQFnfLvZmogrsakpCbz1pump,MEEPCAT,B,1785083517.4462554,15m,39,1,tp,782.6
9AX92xMkM5Z26nQzmJfb5wRZsLSs4n4fTJxMNom2pump,HAPPYCAT,B,1785080007.263708,15m,507,1,tp,5192.7
BA1Sqcj9rzcsHtwavNSVFeCXRioFL9BP4Y7f65UJpump,PUFF,B,1785075113.6163352,1h,12,0,sl,
BiZcprpAUMJLvzHNu5zRzdpphKKeUNe8gYCm3yQ8pump,Knotjira,B,1785069191.0739963,15m,233,0,sl,
AKsNgG1sTmNe4CV5x88LXSBsN9Sw5kYu6UvLj7Y6pump,dream,B,1785069191.0739963,15m,150,0,sl,
GiRrLzdan5Gz31ngH4zgxk6ybYaryNVCSLdAJyn1pump,SalaryCat,B,1785064051.6818573,1h,424,1,tp,3148.3
4FaSuBUp15t9Qiar9MdpaspkZJU5RK6A3QLnybNCpump,BUB,B,1785058618.1447637,1h,247,0,sl,
BwMGuEjN6uNZN34JoPT3REjFgE6uvAFaJgHdcNT1pump,SalaryCat,B,1785058618.1447637,15m,356,1,tp,3181.9
7kfJNK972x3a5W8kmjYkfGK9oZGjkRCEtZkzPkuapump,DOUG,B,1785050796.853871,15m,921,1,tp,6503.1
7kJehzAt1WNmXqLwuZzvaN7gnheLLZQsKu7ZMEXkpump,JIMOSUMMER,B,1785050796.853871,15m,988,0,sl,
DBpvALhKXrptf25jfB7ym2QzVuj4CEmF6gV49b9Vpump,fuck,B,1785050796.853871,15m,201,0,sl,
YKHT6bCBxZMo22YZSghe6tsp5aFX3mzyMUbbf3Apump,Nong,B,1785050796.853871,15m,251,1,tp,1103.1
4R8nPamDM3Vk8V6ivpnq2gmvho7ueVpMGU9noXRqpump,BROKER,B,1785028284.5945134,15m,520,0,neither,
GKUwfyQoJ9apCaoWyYaQ9RT8inZed469v41M1Ljb1ock,BLOCK,B,1785018696.7871368,1h,438,0,sl,
FpSH9YniQQFbJ9vwjxqsNHA7DNfecJEWiREFseb6pump,ASPCA,B,1785018696.7871368,15m,508,0,neither,
2U75GgW2W53MZMuH2jSDxcekjFF6Vw4Q7KxYBw5Ypump,丸太郎,B,1785008919.671059,15m,42,0,sl,
28R7K8iUSmkxSsuZTLq6uqzh1cwNhEkapqkNA6m4pump,MECHASTALIN,B,1785000359.638457,15m,20,0,sl,
7LRpiiDzNVRdxfatA5T1iGvQmPUP46pMkpfGnqYWpump,Cupsey2028,B,1785000359.638457,15m,716,0,sl,
9Lua93QysHFz6Qni12T8gW7Z4XmWx9oy7qW1wg4ipump,Bullsey,B,1784992434.8619654,15m,24,0,sl,
5R1xMXCLuRxLN7AkQeUxh5jvk68YWZoQeYzguLpgpump,BAGEL,B,1784992434.8619654,15m,13,0,sl,
GPJZWSVZpYsRxuzhv1DKDGTmawPgSxUSd6fpja7Tpump,Neném,B,1784987756.394548,15m,873,1,tp,3843.6
Bh819rWjgJvWKeu5G38AcdZm7aKq8RdSfF7stGREpump,VENUS,B,1784987756.394548,15m,39,1,tp,2043.6
8gEtFeKeRt1QREkU51dRih9pQ39PyYpRRZTyLg2v5qFn,sharkdog,B,1784980370.4448645,1h,426,0,sl,
2FCerziZbakcdDbuQNgEWPxGRPYGmBzMxEJKkqJEpump,RUSS,B,1784970465.7304938,1h,440,0,sl,
7hpGEPpdDHaeXPW5gFWunPqoEU4C7NxCYT1ZnQF5pump,SAM,B,1784962696.440329,15m,28,0,sl,
7iLe8gak6XAcRA6xx4YSnPK4XHjiHyEbq5rqUJ95pump,MAGA2028,B,1784953442.1164734,15m,29,0,sl,
P3KW9c2SLG2k26jW9pZ2rB9omho726aUxjNe68npump,FORMER,B,1784953442.1164734,15m,142,0,sl,
A95ZxECYCw7JKwRo6KCC7KxUDPycBaLb6rdFtqT3pump,Trumpothy ,B,1784953442.1164734,15m,258,1,tp,357.9
5wQFpZ2Xstd6khM8WwtVdhegiNEjM48DYErMVVknpump,TRUMP 2028,B,1784953442.1164734,15m,147,0,sl,
EbzAM6hw7MQP8VNiwixoc5mgW18NkR348HFxVMHypump,Waddles,B,1784941615.2907119,15m,842,1,tp,4084.7
CVdByCD7SLsj2Kv7UAqGyNJgSVc4Nvd8qdL2U1shpump,DAMDAM,B,1784941615.2907119,15m,887,0,neither,
9LRi6EXPUebHqE2LHfmvioQKAKAUHEnhCRgpKDjepump,dogi,B,1784941615.2907119,1h,349,0,neither,
BW58wHRGGkifcBBJuL3AJnWw6FgvjJWLq6cjG2C6pump,ROTATOOOOR,B,1784941615.2907119,1h,369,0,neither,
Gtxz1uCBCRn9edK1eXpnqbqv3PRcdjkS9JLuXn99pump,Mr. White,B,1784927854.132868,15m,41,0,sl,
Fr6e5W5d3YpZ3V1pAM6TTeW7iKkYvgQwgw2y4tNopump,Looongcat,B,1784923505.5132582,15m,122,0,sl,
8bEbF5WZcPKhSUJ3nF4YLdPtsWG7HvU1f1DstXj78BSp,Cow,B,1784923505.5132582,15m,301,0,sl,
DpHz68ok7iF9i4KniJzy7FaqvQkLBuN962giMtAJpump,FREG,B,1784918378.280678,15m,905,1,tp,6621.7
Fyj27HvNPeYXktGa9ifAvwmFnhxNkUr3yUCciZ6jpump,Benny,B,1784911998.4166594,15m,766,0,sl,
G6ugqRMLLeBr4UmkmyyQ4sHSisC1z2DaUReHanifpump,URC,B,1784905432.8399353,15m,77,1,tp,1567.2
XSTuo1fV7HHMhs4BYiwtrWSLsMCJNrooH2AssWTYZqP,XST,B,1784898276.7200835,1h,458,0,neither,
d1bLTAXaYxRsdQ9SX7MX7N3pJE3uFLLh8qkmMEcpump,SHILOH,B,1784886027.2050028,15m,186,0,sl,
EBZruSYTRGqr4EwLcpT59vkLpLUutxagAYb49mo3pump,CAFFI,B,1784877686.4651244,15m,48,0,sl,
FNS1uTEXGCCZXYzGgzemxsFxjDowGbLpmAJ1Ehdupump,FROST,B,1784839636.0144005,1h,32,0,sl,
3pz7Xrpsj18m8LJE9vBVxEPDLnSvkDxE2hUxk4SPpump,INFINITY,B,1784839636.0144005,1h,274,0,sl,
AkrALZfCDAgfVeCTMb1Xh9rWNn4XTPXzD3FEGFEtpump,longy,B,1784839636.0144005,1h,290,0,sl,
Gcen2s6nhqdYHDu99fJYq4Aumge8JwM56wDZksrmpump,DBG,B,1784830801.334271,1h,220,1,tp,9598.7
HQz4DSDrvgiSeEALGJv1gzSxJx4xfAdigG89pZqMpump,TRASHCOIN,B,1784820482.0758317,1h,334,0,sl,
7SdsWCRwdB196x75AfotUFGNNCUyEFGHnDC2qTuypump,TEXE,B,1784820482.0758317,1h,43,0,sl,
5pVQnFwVxrpS81bXCPxFfh1LHHbv3AcymbpazZnhpump,MATH,B,1784812445.4761424,1h,443,0,ambiguous_bar,
qnPzgfxz41em1i8jK2g8pgs1ejuntoSxLf1mDUgpump,Kyle,B,1784806966.358551,1h,289,0,sl,
GD8cdLqU3HU8FfsQDAKU1vDrewciZC2WgRfs2yAspump,Syrax,B,1784799674.4772997,1h,360,0,sl,
BahBSeX57kiZY47knRDLSa5unDHiucWygyS1A1C6pump,GME,B,1784790701.0908911,1h,56,0,sl,
Bg5WDueyGm9ewSQKURx6RdrFQCEmkuz1WQecg8njpump,Khamphong,B,1784790701.0908911,1h,114,0,sl,
EP8QJoR6LnMidjv818MWGs7Mm4hQR6vv1gNdT7NK4Lgy,bitcat,B,1784780931.2652154,1h,202,0,sl,
CAqfq9VneEGmNrUXxu9ofyFfAyGppjrXpKqg7fnssarB,SOBOT,B,1784755373.0893402,1h,129,0,neither,
BmdXs3WvW88MctjKibL86FTUdTyr9GBn8XNUuok7pump,ALTO,B,1784750483.0927978,1h,74,0,sl,
J33WbCWN2m1EpoNUP9Ch6cWoV5j6BFJervDfgPk3pump,Cricket,B,1784745907.1178763,1h,515,0,sl,
EZ8Sp3zx8RPswHNYnykFG7V3uLqpua5d89qpVD3edoge,SWOGE,B,1784735639.5929372,1h,249,0,sl,
2Dgvn5ktX6DnEY4wEBrevCutgUxuZUtbzVHKXp78pump,Cowl,B,1784729865.2143664,1h,25,0,sl,
Cnm8PaGvGFPT1dDqvRLYRZLwqdTN8dUTtQZT1BTKpump,SWOLEDOGE,B,1784729865.2143664,1h,507,0,sl,
6rgZ1MEFwik2F1tDGfq7e9xmMf2vZE72uWTDNpospump,deerabbit,B,1784729865.2143664,1h,128,0,sl,
7LxAGkCSxftYVZnqai7bPfY2diVKep2sF3NaXc1Ppump,JIMOTHIUS,B,1784682636.2943857,1h,75,0,sl,
2HBTVUsaorJ1axpMxkqBv1c85nyXp34GFMnrSA2ipump,Cuda,B,1784677416.3649523,1h,23,0,sl,
GEPfztBZqdh8nZHaPsRxd4UzzwAc8wJRQvC9Rkuxpump,BABYJIMOTHY,B,1784670168.9495583,1h,540,0,sl,
5M9bFfdqwGxXNMEMBgPsr8dyr7n9KzJxgMHQ91eGpump,SANCHEZ,B,1784656108.4810183,1h,77,0,sl,
HEZTzupnyVebcpJ2PZem4DkStCdpdZCAENy7aUexpump,FRED,B,1784605880.0897858,1h,373,0,sl,
4tnZ57E3oWjaZKSQY1iwgqiD8ivAGk5TambivhTYpump,GMEBULL,B,1784592877.3460135,1h,554,1,tp,13522.7
BAGWtYQm6kei9M9hoVcY3pqXxeiGZ1poGoq51io5mJS6,POB,B,1784589024.9412014,1h,565,1,tp,10175.1
6wCpTaxLmCeBdsazRebYNHtFNC1mPJDWKscHHVwkpump,Jimhood,B,1784579857.1566837,1h,357,1,tp,1342.8
5gwe1GmHQcWAGeqcJ7H7ESLAkXq2xJ6cY7JiVgCnpump,MOONY,B,1784567038.943801,1h,290,0,sl,
4rABHLfm7BDkkjrkyPYtRadg2BZTEZVoEy3MzrFQpump,WHALE,B,1784561041.4928071,1h,531,1,tp,12958.5
FDM8DKzNNUZNoveMPJ9qQ9y7GpXp1wKq7Y4ujtMMpump,Jerboa,B,1784553596.7175272,1h,290,0,sl,
DZHUbHzcedNzpfgqjTgrKu31fLr6hBT7h7hVxgpZpump,GBULL,B,1784546213.5056517,1h,449,0,sl,
93tRm6L1bNr15FTjnYUazRh4J3Ths2bL84myCBNtpump,FABLE,B,1784535272.0709136,1h,259,1,tp,9927.9
6Z6qeAuA45G8RrxG7hjZVdPHn1rNHtedJy9WAXg9pump,Tilly,B,1784535272.0709136,1h,581,1,tp,42327.9
4kdX3qeL1t8CoVLVM6XDygTBWz8XfWLRSuLJmojJpump,KING,B,1784523363.6648958,1h,336,0,sl,
EQZfBpWpQc5BEUsP3q79xk1k3mKAAeL8bVZ5m1LJpump,ESPCAT,B,1784509738.1294131,1h,277,1,tp,6661.9
fQDN3YED9Rkz5oaPPt9V6xTgmgHtkybgizwvNMzpump,CONVICTION,B,1784509738.1294131,1h,339,0,sl,
3zbaboajDtmsu6EKBiT5d3BmbTMLyFXbgwkKSoZMpump,Argos,B,1784496529.1355813,1h,376,1,tp,5470.9
6ZEb1x9vLREP1WDfnsv1k99foGmjNhPxy12wBr5xpump,YamaBull,B,1784496529.1355813,1h,37,0,sl,
8ipdADvjbmmANFKLvmWJWbNa3bWmTrAKS1TwWXCKpump,Lionel,B,1784490486.6314902,1h,159,1,tp,713.4
3qbphpUrEEYyhkDFyXzWLLU9Nk75ng7frc3Rvt7Dpump,MAGAMEMNON,B,1784486046.6416783,1h,47,0,sl,
5UNFUzBFu34Zv8Cewfn33FxbNtbFuihmXA4Rgee1pump,ANSEMCOIN,B,1784486046.6416783,1h,373,0,sl,
HmqNryXmwU2H7tYZwTyd3nqUnEiELGjxivgDocEPpump,Lamiau,B,1784486046.6416783,1h,110,0,sl,
DoW1wXcxEWqgDyhRBUruCKKuMtYqioVW6Fb76F88CcAb,DOW,B,1784486046.6416783,15m,11,0,neither,
3896JtCMnJp8UREX13EGXH82mEzrUnt8ZKNLThYRpump,猴子币,B,1784478604.7406225,1h,452,0,sl,
AV9if3eY6XCSqbG5PwPemweHMXm1o95tcfV9asULpump,Komugi,B,1784474780.9108715,1h,41,0,sl,
rG2Q4Re1fSNLbbnqN63N2whNSTJ9yQaa3zsUKg6pump,hoh,B,1784470542.123143,1h,115,0,sl,
Dx2MJutrQwVxJ3PsdiXBzJdVkvVrPYCVc39MbJQUpump,TROJAN,B,1784470542.123143,1h,124,0,sl,
7ngrUqUvvnt1SpMRFo4rt7CG5CVscXb9C9ngHPr4pump,Nenem,B,1784461521.191625,1h,342,0,sl,
HbGVzMdUnxQu1dYcWFQYU3LboHF32rwY9Cem1WZ6pump,HNUT,B,1784461521.191625,1h,310,0,sl,
k9ZJ9DL9LQHfVudsK9ZswPwmhkQx1QML2pQoeNrpump,POD,B,1784461521.191625,1h,63,0,sl,
BwJTyKf4Du8sK3FPuUvK5rJCvrUM89cXfFcP2jwUpump,Stickbug,B,1784458112.3001544,1h,211,0,sl,
HAshQYgknYo1HJ6maFpWAoGf67RPhr4oEbEhaPgQpump,ARGOS,B,1784458112.3001544,1h,122,0,sl,
9MfmAQ1HGRGVZfrdwBsQnYzcuuYW2zEtu4uniaJKpump,Odysseus,B,1784458112.3001544,1h,103,0,sl,
DCjuEdUAaCWD7ZNHqMNjaN2dE2EsAQtpP5Pswjappump,ELONCOIN,B,1784458112.3001544,1h,107,0,sl,
2cAtqsRafKS7baN3mvJARhyZiMRdW4fZYNUUWUrCpump,Agamemnon,B,1784452889.124023,1h,503,1,tp,2310.9
32vUHPxVShN552WwJ36vWnxCoy34eTDHRiQwL6ZA3ntP,tilly,B,1784452889.124023,1h,519,0,sl,
62VuF8HACLg2ga4xnG9tRff5fmnfmoHJAUiCsBRFpump,JimSOLdiers,B,1784444954.0772235,1h,50,0,sl,
YYhQEwcAeScuY3PNxcBzRMDCvZf1Nw1TFK7dVoypump,PONED,B,1784435509.3834405,1h,482,0,neither,
HV1qExf1wqK2NLPuHpucPbCgcZsQWKBPtVqeg84vpump,Jimothius,B,1784423163.242251,1h,58,0,sl,
8YyFWfzAk8HrGscVoPLGmZBiA9BuaakuUTiQn8yJpump,fuggler,B,1784423163.242251,1h,113,0,sl,
Xw9hBXxn7TrGCjmnUyLYrbTxdeTNngxgXzowPNMpump,RACSTEIN,B,1784413654.9528499,1h,63,0,sl,
Ds28wMScEFn1ztgwKYM1m2d2Qse6p6jXJhW6KpZppump,ALBATROSS,B,1784410148.1111774,1h,352,0,neither,
DiV3ikZtwdQCMY7j6ovNrDTJJJVHfW6amz7F6Emapump,Hope4Pops,B,1784406745.4812624,1h,118,1,tp,19654.5
8iuNL36yGtMWoCKinRjG4jkyJhF9MbmiAZDHYC3Rpump,SOLjimothy,B,1784403967.4097662,1h,25,0,sl,
2mGS6WWuDy1xNQuCo7irzH3iT4SsSeSaA3oJ5NLqpump,Benny,B,1784403967.4097662,1h,353,1,tp,832.6
EB1Yye3HJKt8h8A6esUmFWKdoRvBqtXiX4JNxqcdpump,Nietzmothy,B,1784403967.4097662,1h,31,0,sl,
7UTubJ3W6JWwLUj82B9LgHFDmc8wFWtSNLis6u8epump,Lckd,B,1784403967.4097662,1h,278,0,neither,
9jVRLpzqYQBBhVejgtvCrBnivng62fjWrHxePh79pump,KLEF,B,1784399505.140585,1h,615,0,neither,
3C65gdJAknCK9anyp3thqPt8p1xnTbnynhGk8wM3pump,ASMR,B,1784399505.140585,1h,248,0,sl,
GYVHmvi8Xs7CmPQwbS4pE5EXyd9P8ZTx2S4Pn5uspump,GINGER,B,1784399505.140585,1h,217,0,sl,
6hJ8NyjpgRv2Dvur1jwsQfkNqynnghTsLpEP5cjEAmXd,IVY,B,1784395526.0009546,1h,428,0,sl,
CoAPF1K56P4hV276Ej9zkv8nPRyUmRKE53tcoqSqqhwi,COAP,B,1784395526.0009546,1h,130,0,neither,
Hu7vozhSAwooDynUUYcdHp1W3zpB5zDTbQ8Yn6acpump,ECO,B,1784390860.4171813,1h,402,0,sl,
FUY6RbdfrDfa82y1AS5ZQRtaoSr1ZVTGD2EkN11bpump,KIWI,B,1784390860.4171813,1h,160,0,sl,
BCDgN5Jgnkbjs8oRHivko5dcf18sPsSmPVKAsDnMpump,Nenem,B,1784387191.4210322,1h,389,0,sl,
U6sy4qMtXE5QAJBLsrDHaKkXVm7btEwWbvgecqepump,Neném,B,1784387191.4210322,1h,183,0,sl,
D6mSkFmPskEWMEqEpdMMfUEsJdEcQdTSzbG7J2GWpump,NYANJIM,B,1784382805.5678825,1h,104,0,ambiguous_bar,
81RGmig32prYbxf96YnhrhRpm9G1YP1igfxttjzUpump,Tobi,B,1784382805.5678825,1h,104,0,sl,
C916Q1f9yP3UDswk73tpokA1ts5r88DVQ8RKb2jhpump,wif,B,1784376478.1796863,1h,92,0,sl,
BCyMw2vvmzh9fB6GQ4LaQ6poqrP4qTrPkYDops2hpump,Index,B,1784373233.0295973,1h,139,0,sl,
6Cn9XH2SCi79Nam7mhH5L1kfwFwPhfresmg6Q4Eipump,baby,B,1784368937.8729506,1h,431,0,neither,
CKkuaqSiezUfHesGPTgiAdSGtYuxcEEjBxbCmiNgpump,Granular,B,1784363081.822366,1h,141,0,sl,
AXkXDHko4JHe1PHrgRmDG9TxUxNRFfQnY4d562RYpump,Jimothy,B,1784355820.155117,1h,532,0,sl,
D6ytjMdBBPoV8nsRHJhvrkpwF7sgVBYd7PufkRHNpump,CASHCOW,B,1784355820.155117,1h,576,0,neither,
3wwU3njdLCT3ebRUrTFeHwKG6zamiiCKwmpShSK2pump,Mouse,B,1784355820.155117,1h,538,1,tp,2179.8
GEg3E1dPotfUSxEm6ft1NF8dT211YCibHJRcDtGwpump,YMIR,B,1784347733.7676651,1h,415,0,sl,
2yWRyjnkXNvUxU73ASu1Exbm2aKEyNhShcT7NXv9pump,DOGGO,B,1784347733.7676651,1h,289,0,sl,
c5Zye8yFd1AGrSJ2mViYgXWa1kgCdCj5RWhen6tpump,土豆,B,1784330988.255826,1h,35,0,sl,
6PkDr62LVXDLajbqi2P4PUkxHy5CQsENx3fNXLN4pump,Ricky,B,1784330988.255826,1h,515,1,tp,5411.7
7YCTXLpRn1zSgfU7o99RsyCnu7B8vUJAs9HxXKvMpump,Wifout,B,1784323543.3415284,1h,291,0,sl,
yNP1DEES1G2FHo9bhWGTD2HyB21pUJCx23cfSkzpump,HELIFAN,B,1784303246.6853828,1h,34,0,sl,
